PuzzleId,FEN,Moves,Rating,Themes
XGmpw,2r5/p2r1kQ1/4N1R1/3p4/1q5P/nP2P3/P1p2P2/K2n4 b - - 2 36,f7e8 g7h8 e8e7 h8f6 e7d6 e6f8 d6c5 f8d7 c5b5 f6a6,2748,['discoveredAttack' 'exposedKing' 'mate' 'mateIn5' 'middlegame' 'veryLong']
XHvrs,r4rk1/4bppp/5n2/1pp5/4P2P/qpBP4/2PQ1P2/3K2RR b - - 0 22,f6e4 g1g7 g8h8 g7g8 h8g8 h1g1 e4g3 g1g3 e7g5 g3g5,2127,"['attraction' 'doubleCheck' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame'
 'sacrifice' 'veryLong']"
XI7S7,1r3r2/6k1/p2p1pp1/3Pp3/4P1R1/2Nb1P2/1P1QnP2/qB1K3R b - - 9 30,b8b2 d2h6 g7f7 h6g6 f7e7 h1h7 e7d8 g6f6 f8f6 g4g8 f6f8 g8f8,1907,"['clearance' 'deflection' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
XIGRd,4k3/1pp1q1pp/p2p3r/3PbQ2/2P1Rp1r/1P3P2/P2B2P1/5RK1 w - - 6 31,d2f4 e5d4 e4d4 h4h1 g1f2 h1f1 f2f1 h6h1 f1f2 e7e1,2459,"['attraction' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
XIb8n,8/RP3p2/P4p2/1r5p/6P1/8/5kPK/8 w - - 0 45,h2h3 b5b3 h3h2 h5g4 a7a8 b3h3 g2h3 g4g3 h2h1 g3g2 h1h2 g2g1q,2762,"['advancedPawn' 'deflection' 'endgame' 'mate' 'mateIn5' 'promotion'
 'rookEndgame' 'sacrifice' 'veryLong']"
XInEA,2r1r1k1/p1q2ppp/1n6/6B1/1b2R3/1B1P1Q2/R4PPP/6K1 w - - 5 22,a2e2 c7c1 g5c1 c8c1 b3d1 c1d1 e2e1 d1e1 e4e1 e8e1,1079,"['backRankMate' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong'
 'xRayAttack']"
XJ5D2,K1k5/8/Pp5p/2p3p1/2P3P1/7P/8/8 w - - 3 50,a6a7 c8c7 h3h4 g5h4 g4g5 h4h3 g5g6 h3h2 g6g7 h2h1q,1983,"['advancedPawn' 'endgame' 'master' 'mate' 'mateIn5' 'pawnEndgame'
 'promotion' 'veryLong']"
XJ9lT,r1b3k1/p1r3pp/4P3/2qpP3/6QP/3B4/Pp3P2/1K1R2R1 w - - 1 25,g4h5 c5c1 d1c1 b2c1q g1c1 a8b8 d3b5 b8b5 b1a1 c7c1,1983,"['advancedPawn' 'deflection' 'mate' 'mateIn5' 'middlegame' 'promotion'
 'queensideAttack' 'sacrifice' 'veryLong']"
XLMHH,3R2k1/5p1p/6p1/8/q5P1/4N2P/4QPK1/2q5 b - - 0 39,g8g7 e3f5 g6f5 e2e5 f7f6 e5e7 g7g6 d8g8 g6h6 e7f6,1412,"['clearance' 'deflection' 'endgame' 'master' 'masterVsMaster' 'mate'
 'mateIn5' 'sacrifice' 'veryLong']"
XLfu7,r5k1/2qn2p1/3pbr2/4p1Q1/pp2P2R/6P1/PPP1B3/1KN4R b - - 1 25,a8c8 h4h8 g8f7 g5g7 f7g7 h1h7 g7g6 e2h5 g6g5 h7g7 f6g6 g7g6,2413,"['attraction' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
XO1rl,8/1p4k1/p2p2p1/4b1P1/1P4Q1/P4R2/6K1/2q1R2r b - - 8 48,c1e1 g4d7 g7g8 d7f7 g8h8 f7f8 h8h7 f3f7 e5g7 f8g7,2123,['endgame' 'mate' 'mateIn5' 'veryLong']
XORwI,4r3/pp3Qpk/4p2p/3p2q1/1B1Pn3/P3P3/P5PP/5RK1 w - - 2 22,f7e8 g5e3 g1h1 e4f2 f1f2 e3c1 b4e1 c1e1 f2f1 e1f1,1937,['endgame' 'fork' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
XOzUq,1Q4k1/1p3b2/p6p/5rp1/P7/1P5P/1B1q1PPK/8 b - - 3 29,g8h7 b8h8 h7g6 h8g7 g6h5 g2g4 h5h4 g7h6 f7h5 h6h5,1257,['deflection' 'endgame' 'fork' 'mate' 'mateIn5' 'veryLong']
XQRA0,5rk1/1R2bppp/3p4/3Qp3/4P3/5P1P/2P1B1PK/4q3 b - - 4 26,e7h4 d5f7 f8f7 b7b8 h4d8 b8d8 f7f8 e2c4 d6d5 c4d5 g8h8 d8f8,1636,"['backRankMate' 'deflection' 'endgame' 'mate' 'mateIn5' 'sacrifice'
 'veryLong']"
XRZIo,1R2Q3/2p2ppk/p2p2bp/3q2r1/6N1/2P4P/5PPK/8 b - - 3 31,g6f5 e8h8 h7g6 h8h6 g7h6 b8g8 g6h5 g4f6 h5h4 g2g3 g5g3 f2g3,1836,['endgame' 'fork' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
XRdWj,2r2rk1/1bq1bpp1/p2pN1R1/1p5Q/4PP2/PBn5/1PP4P/2K5 b - - 0 21,f7e6 b3e6 f8f7 e6f7 g8f8 h5h8 f8f7 g6g7 f7e6 h8h3 e6f6 h3h6,2618,['fork' 'mate' 'mateIn5' 'middlegame' 'veryLong']
XSmor,1rb2rk1/1pN3pp/p4p2/3Q4/7R/6P1/P1PKB3/6q1 b - - 0 29,g8h8 h4h7 h8h7 d5h5 h7g8 e2c4 c8e6 c4e6 f8f7 h5f7 g8h8 f7h5,1837,['attraction' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
XUH46,6rk/Rp1r1p1p/4pPpQ/3p4/3P4/2P4P/4q1P1/R6K b - - 2 26,e2f2 h6g7 g8g7 a7a8 d7d8 a8d8 g7g8 d8g8 h8g8 a1a8,2380,['attraction' 'endgame' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
XUI4V,1k1r4/1p2qp1p/1b1p1pr1/1B1P4/4P1b1/Q1N5/5PPP/R3n2K b - - 3 25,e7e5 a3a8 b8c7 a8b7 c7b7 b5c6 b7c8 a1a8 c8c7 c3b5,2495,"['attraction' 'mate' 'mateIn5' 'middlegame' 'queensideAttack' 'sacrifice'
 'veryLong']"
XUezb,8/1p4pk/3Q3p/8/4q1P1/2r2r1P/P1R2P1K/2R5 w - - 0 29,c2c3 f3f2 h2g3 f2g2 g3h4 g7g5 h4h5 e4e8 d6g6 e8g6,2179,['endgame' 'mate' 'mateIn5' 'veryLong']
XUuWa,6RQ/8/p1r3kp/1p1p2p1/1P1P1p2/P1q2P1P/6P1/7K b - - 10 50,g6h5 g8g5 h5g5 h8g7 c6g6 g7e5 g5h4 e5f4 h4h5 g2g4 h5h4 g4g5 h4h5 f4g4,2464,"['attraction' 'deflection' 'discoveredAttack' 'endgame' 'master' 'mate'
 'mateIn5' 'pin' 'sacrifice' 'veryLong']"
XVhvQ,5r1k/7p/p1b1B1p1/4P3/3Q4/8/1Pq3PP/R5K1 w - - 0 35,e6d5 c6d5 e5e6 h8g8 d4d5 c2f2 g1h1 f2f1 a1f1 f8f1,1782,['backRankMate' 'endgame' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
XWp70,5rk1/p3R1pp/8/4N1B1/1n1p4/r2P4/2q2PPP/3Q1RK1 w - - 0 23,d1h5 c2f2 f1f2 a3a1 g5c1 a1c1 h5d1 c1d1 f2f1 d1f1,1277,['mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
XXKyU,2Q1Rnk1/5pp1/p7/1p6/3r1p2/6PK/P2q4/8 b - - 5 40,f4g3 e8f8 g8h7 c8f5 g7g6 f5f7 h7h6 f8h8 h6g5 f7e7 g5f4 h8f8,2084,['endgame' 'mate' 'mateIn5' 'veryLong']
XXnHB,5rk1/p4pp1/2n1p3/3p2N1/2pP1P2/b1q1P3/Pr2BKP1/3Q1R1R b - - 0 28,a3e7 h1h8 g8h8 f1h1 h8g8 h1h8 g8h8 d1h1 h8g8 h1h7,1288,"['attraction' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
XYYRX,5rk1/p1Q3pp/4p3/4N3/6P1/4q3/2K5/5R2 b - - 0 39,f8f1 c7c8 f1f8 c8e6 g8h8 e5f7 f8f7 e6c8 e3e8 c8e8 f7f8 e8f8,2306,['endgame' 'fork' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
XZJlU,r2qr1k1/pb2npB1/1p2p1p1/2p2P2/2P3P1/3P1p2/PP1QN3/R3K2R b KQ - 0 17,g8g7 d2h6 g7f6 g4g5 f6f5 h6h3 f5g5 h3h4 g5f5 h4f4,2622,['mate' 'mateIn5' 'middlegame' 'pin' 'sacrifice' 'veryLong']
XcunY,3r2r1/ppk3pp/2p3n1/2P3P1/1q2P3/1B4Q1/P5PK/8 b - - 4 27,c7d7 g3d6 d7e8 d6e6 g6e7 e6f7 e8d7 b3e6 d7c7 f7f4 d8d6 f4d6,2563,['endgame' 'fork' 'mate' 'mateIn5' 'veryLong']
Xd2W5,1r3rk1/2p2pb1/p6q/2pPpP2/2p1P1QP/2N5/PP6/2K3RR w - - 3 23,c1c2 b8b2 c2b2 h6d2 b2b1 f8b8 c3b5 b8b5 b1a1 d2b2,1625,['attraction' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
XdPl9,r4r2/2k3R1/2p4R/3p4/1p1P1P2/qPb1P3/P1Q2P2/1K6 b - - 3 31,c7b6 h6c6 b6c6 c2g6 f8f6 g6f6 c6b5 g7b7 b5a5 f6b6,1626,['attraction' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
XeOgx,8/7p/6p1/8/8/p6P/6P1/k1K5 b - - 3 56,a3a2 c1c2 h7h6 g2g3 h6h5 h3h4 g6g5 h4g5 h5h4 g5g6 h4h3 g6g7 h3h2 g7g8q h2h1q g8g7,2467,"['advancedPawn' 'endgame' 'mate' 'mateIn5' 'pawnEndgame' 'promotion'
 'quietMove' 'veryLong' 'zugzwang']"
XfzbQ,8/8/1Bb5/2P1R2p/6pP/5k2/5P1K/3r4 w - - 1 50,e5h5 d1h1 h2h1 f3f2 h1h2 g4g3 h2h3 c6d7 h5f5 d7f5,2442,"['discoveredAttack' 'endgame' 'exposedKing' 'mate' 'mateIn5' 'sacrifice'
 'veryLong']"
XgLGQ,2b1Rrk1/r1p3pp/1b6/p2Q4/8/2P5/P1P2qPP/1K5R b - - 6 27,f2f7 e8f8 g8f8 d5d8 f7e8 h1f1 b6f2 f1f2 c8f5 f2f5 f8g8 d8e8,2140,"['attraction' 'deflection' 'fork' 'mate' 'mateIn5' 'middlegame' 'pin'
 'veryLong']"
Xgfa1,rnbk3r/pppp1p1p/5p2/8/2B5/4Q3/P2KNP1q/4R1R1 b - - 1 14,h8e8 e3e8 d8e8 e2d4 e8f8 e1e8 f8e8 g1g8 e8e7 d4f5,2558,"['attraction' 'discoveredAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
XhrZD,8/3r1rkp/p5p1/1pp1RpQP/8/3P4/P1q5/4R2K b - - 0 34,c2d3 h5h6 g7g8 e5e8 f7f8 e8f8 g8f8 g5f6 d7f7 f6h8,1597,['attraction' 'endgame' 'mate' 'mateIn5' 'veryLong']
XiGt8,8/P1RB4/4P3/2p5/4bk2/8/r5PK/8 w - - 1 48,e6e7 a2g2 h2h3 g2g1 h3h4 g1h1 d7h3 e4f5 a7a8q h1h3,2483,['endgame' 'mate' 'mateIn5' 'quietMove' 'veryLong']
XiXby,1k6/ppr5/4N3/3PpP2/3nP1QK/q7/2p3R1/2R5 b - - 0 35,a3c1 g4g8 c7c8 g8c8 b8c8 g2g8 c8d7 g8d8 d7e7 d5d6 e7f7 d8f8,1894,['attraction' 'endgame' 'hookMate' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
XiZdJ,6k1/5p1p/3p2pb/1NpP4/Q1P5/P7/1r1q1PPP/5RK1 w - - 2 30,b5d6 d2f2 f1f2 b2b1 a4d1 b1d1 f2f1 h6e3 g1h1 d1f1,1548,"['backRankMate' 'deflection' 'endgame' 'master' 'mate' 'mateIn5'
 'sacrifice' 'veryLong']"
XioXw,r4rk1/p2n1ppp/1pN5/3P4/2B2qb1/P1N5/1PP3K1/5R1R b - - 1 20,f4c4 c6e7 g8h8 h1h7 h8h7 f1h1 g4h3 h1h3 c4h4 h3h4,1415,"['anastasiaMate' 'attraction' 'kingsideAttack' 'mate' 'mateIn5'
 'middlegame' 'sacrifice' 'veryLong']"
Xix7n,8/k4N2/1q3Bpp/b2RP3/P7/1P6/2r2PPP/R5K1 w - - 1 30,a1f1 b6f2 f1f2 c2c1 f2f1 a5b6 d5c5 b6c5 g1h1 c1f1,1197,['backRankMate' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
XlRgs,2r5/Q4pkp/5qp1/3BR3/3P3n/8/Pr3PPP/5RK1 w - - 3 23,d5f7 f6f2 f1f2 c8c1 e5e1 c1e1 f2f1 b2g2 g1h1 e1f1,1922,['deflection' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
XlRrr,5rk1/R4ppp/8/1P2b3/8/P4QPP/3qP1BK/2r5 b - - 8 28,d2e1 f3f7 f8f7 a7a8 e5b8 a8b8 c1c8 b8c8 f7f8 g2d5 g8h8 c8f8,1412,"['backRankMate' 'deflection' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
XnIUT,6k1/2p2p2/K2p1b1Q/1B1PpN2/P3Pp2/1nq2P2/5P2/8 w - - 10 51,h6f6 b3c5 a6a7 c3a5 a7b8 a5b6 b8c8 b6b7 c8d8 b7b8 d8e7 b8f8,2318,['endgame' 'mate' 'mateIn5' 'veryLong']
XnQjR,3RR3/r1r1p1kp/pq3ppn/2p5/2Q2P2/7P/1P4P1/6K1 b - - 0 32,b6b2 e8g8 h6g8 c4g8 g7h6 g8f8 h6h5 g2g4 h5h4 f8h6 h4g3 d8d3,1781,['mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
XpSfV,5k2/8/4PPp1/2pB4/1p2K3/8/6p1/2b5 b - - 0 49,g2g1q e6e7 f8e8 d5c6 e8f7 e7e8q f7f6 e8e5 f6f7 c6d5 f7f8 e5f6 f8e8 d5c6,1957,"['advancedPawn' 'endgame' 'exposedKing' 'mate' 'mateIn5' 'promotion'
 'veryLong']"
Xq8bu,5k2/3r3p/pq1p1Rp1/1pp1n2P/3nP3/P1BP2N1/1P4P1/5RK1 b - - 0 34,f8g7 h5h6 g7h6 c3d2 h6g7 g3h5 g6h5 d2h6 g7h8 f6f8,2404,['attraction' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
XqKJc,rnb1Q1k1/2pp2p1/1p2pq1p/p4p2/2PP1P1r/3B4/PP2NP1P/2KR2R1 b - - 3 18,f6f8 g1g7 g8g7 d1g1 h4g4 g1g4 f5g4 e8g6 g7h8 g6h7,1445,"['attraction' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'pin'
 'sacrifice' 'veryLong']"
XrgoL,2r3rk/1p3p1p/1q2pPpQ/p3P2P/1nP5/1P3K2/PB1p1P2/3R3R b - - 1 29,c8d8 h6h7 h8h7 h5g6 h7g6 d1g1 g6f5 h1h5 g8g5 g1g5,2205,"['attraction' 'doubleCheck' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame'
 'sacrifice' 'veryLong']"
XswYU,1k1q2r1/p1p5/2p2p2/3p3Q/P2P4/1NP3b1/1PN3P1/R4R1K w - - 1 29,h5f3 g8h8 h1g1 h8h1 g1h1 d8h8 f3h5 h8h5 h1g1 h5h2,1529,"['attraction' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
Xu4nA,1R4k1/p4pp1/2p5/2qp4/6P1/4rP2/P3Q3/6K1 b - - 1 29,g8h7 e2h2 h7g6 h2h5 g6f6 h5f5 f6e7 b8b7 e7d6 b7d7,1971,['endgame' 'killBoxMate' 'mate' 'mateIn5' 'veryLong']
XuWFH,5rk1/3r3R/2q1ppP1/3bb3/pP4Q1/P1B2P2/1PB3P1/1K1R4 w - - 5 33,c3e5 c6c2 b1c2 d5b3 c2c3 f8c8 e5c7 c8c7 g4c4 c7c4,2054,"['attraction' 'mate' 'mateIn5' 'middlegame' 'queensideAttack' 'sacrifice'
 'veryLong']"
XumdV,2r3k1/p3B1bp/1pq1p3/3ppp1Q/8/2P3RP/P5P1/6K1 b - - 3 29,c8c7 g3g7 g8g7 h5g5 g7f7 g5f6 f7e8 f6f8 e8d7 f8d8,1547,['attraction' 'endgame' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
XuwFF,rr6/4N1P1/4k2p/2p1pNp1/3pP1B1/p1bP2P1/3n1R2/7K b - - 1 46,a3a2 f5e3 e6d6 f2f6 d6c7 e3d5 c7b7 f6b6 b7a7 e7c6,2588,['discoveredAttack' 'master' 'mate' 'mateIn5' 'middlegame' 'veryLong']
Xv07v,1b5k/pp1b1Q1p/3q1p2/3p2r1/4p3/2P1RN1P/PP3PP1/4R1K1 w - - 0 28,f3g5 d6h2 g1f1 d7b5 c3c4 b5c4 e3d3 c4d3 e1e2 h2h1,1677,['kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'pin' 'veryLong']
XvSh3,r6r/2Rnkp2/p3p3/1p2Q3/3P4/1q4Pp/1P3P1P/2R3K1 b - - 3 38,b3f3 c7d7 e7e8 d7e7 e8e7 c1c7 e7d8 e5d6 d8e8 d6e7,2128,['attraction' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
XvVnL,r4r1k/p6p/1p1p2B1/1Pp3K1/P4Pb1/4P3/2QB4/7q b - - 1 33,h7g6 d2c3 f8f6 c3f6 h8g8 c2g6 g8f8 g6g7 f8e8 g7e7,1692,['endgame' 'exposedKing' 'mate' 'mateIn5' 'veryLong']
Xw4mM,1r6/p1p2kpp/4pnb1/3p4/3P1b2/1Nq2P2/P3QK1P/4R1R1 b - - 5 22,b8b3 e2e6 f7f8 e6e7 f8g8 e7d8 f6e8 e1e8 g6e8 d8e8,1643,['mate' 'mateIn5' 'middlegame' 'veryLong']
Xy3E7,7r/4RR1p/6pk/5P2/8/4KP2/7r/8 b - - 0 34,g6f5 e7e6 h6g5 f3f4 g5h5 f7f5 h5g4 f5g5 g4h4 e6h6,2124,"['deflection' 'endgame' 'exposedKing' 'mate' 'mateIn5' 'rookEndgame'
 'veryLong']"
XyJRS,6rk/pb3p1p/1pq1pPpQ/8/2p2PP1/7P/P2R3K/3R4 b - - 1 30,c4c3 h6g7 g8g7 d2d8 g7g8 d8g8 h8g8 d1d8 c6e8 d8e8,1890,"['attraction' 'endgame' 'kingsideAttack' 'mate' 'mateIn5' 'sacrifice'
 'veryLong']"
Xyb45,1r4k1/2R1B1bp/pq4p1/5p2/P7/3P1BPb/1r2PP1P/3QR1K1 w - - 1 22,c7c1 b6f2 g1h1 f2f3 e2f3 h3g2 h1g1 g7d4 e1e3 d4e3,2135,['kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
Xyo0X,8/8/7p/1p4p1/1P4P1/P5PK/8/6k1 w - - 1 58,a3a4 b5a4 b4b5 a4a3 b5b6 a3a2 b6b7 a2a1q b7b8q a1f1,1275,"['advancedPawn' 'endgame' 'mate' 'mateIn5' 'pawnEndgame' 'promotion'
 'veryLong']"
XywlF,4r3/2pb1k2/1p4p1/p1qP1p2/P1P5/1P5r/2B3RP/3Q2RK w - - 4 33,g2g6 h3h2 h1h2 c5f2 g1g2 e8h8 g6h6 h8h6 d1h5 h6h5,2015,['attraction' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
XzMkc,1Q4k1/5p2/p3b2p/1p1nB1p1/4p3/PPp4P/q4PPK/8 b - - 1 30,g8h7 b8h8 h7g6 h8g7 g6h5 g2g4 e6g4 g7f7 h5h4 e5g3,2140,['deflection' 'endgame' 'fork' 'mate' 'mateIn5' 'veryLong']
Y0Ju7,8/6kp/3pn1p1/2p1b3/q1P1P3/4B2P/4B1P1/5QK1 b - - 3 33,e6d4 e3h6 g7h6 f1f8 e5g7 f8f4 g6g5 f4d6 d4e6 d6e6 g7f6 e6f6,1933,['attraction' 'endgame' 'master' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
Y0Kby,1kqr4/pp2nP2/2p2n2/2Np1P2/B2N2b1/2PQ2p1/PP4P1/R3R1Kr w - - 1 25,g1h1 d8h8 h1g1 h8h1 g1h1 c8h8 h1g1 h8h2 g1f1 h2h1,1438,"['attraction' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
Y0zSQ,6Q1/4pR2/p5pk/8/6BK/2Pq2b1/7P/1r6 w - - 3 39,h2g3 b1h1 g4h3 d3e4 f7f4 h1h3 h4g4 h3h4 g4h4 e4h1 h4g4 h1h5,2334,['attraction' 'endgame' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
Y4Kye,3r2k1/2p1qp1p/1n2p1N1/p3P3/3r4/P3KP2/1PQ2PRP/6R1 b - - 0 28,h7g6 g2g6 f7g6 c2g6 g8h8 g6h6 e7h7 h6f6 h7g7 f6g7,1730,['kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
Y7BnR,2kr2r1/Bppq1p2/8/1P2P3/P1P3p1/4Qb1p/5PPP/R4RK1 w - - 0 24,g2f3 g4f3 g1h1 d7g4 f1g1 g4g1 a1g1 g8g1 h1g1 d8d1 e3e1 d1e1,2081,"['attraction' 'clearance' 'discoveredAttack' 'kingsideAttack' 'mate'
 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']"
Y7L2X,6k1/pp3p2/6pp/4r3/2p5/2P1qbK1/PPQRB1PP/8 w - - 0 26,e2f3 e5g5 g3h4 g5h5 f3h5 g6g5 h4g4 e3f4 g4h3 f4h4,2390,['endgame' 'exposedKing' 'mate' 'mateIn5' 'pin' 'sacrifice' 'veryLong']
Y7MRa,4r3/1pR2pkp/p1bP1qp1/P7/1P6/1Q3NPP/5bBK/8 w - - 0 36,f3g5 f2g1 h2g1 e8e1 g1h2 e1h1 g2h1 f6f2 h1g2 f2g2,2186,['attraction' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
Y7tJj,r3r3/6pp/2R3nk/p2p4/5Q2/P5P1/1q3P2/6K1 b - - 4 30,h6h5 f4f5 h5h6 f5h3 h6g5 f2f4 g6f4 h3h4 g5f5 h4f4,2448,['endgame' 'mate' 'mateIn5' 'veryLong']
Y8D5B,5k1K/7P/8/p7/P7/8/1P6/8 w - - 1 53,b2b3 f8f7 b3b4 a5b4 a4a5 b4b3 a5a6 b3b2 a6a7 b2b1q a7a8q b1b2,1401,"['advancedPawn' 'endgame' 'mate' 'mateIn5' 'pawnEndgame' 'promotion'
 'veryLong' 'zugzwang']"
Y8WK9,4r2k/p6r/3Q1PR1/2p2P2/1pP2P2/3PK3/2q5/4R3 w - - 1 34,e3f3 h7h3 g6g3 h3g3 f3g3 e8g8 g3f3 c2g2 f3e3 g8g3,2236,['attraction' 'endgame' 'mate' 'mateIn5' 'veryLong']
Y8XD1,1b3r1k/6p1/8/2R1qr1p/2Q5/1P2B1Pn/1PP2P1N/5RK1 w - - 0 28,g1g2 f5f2 e3f2 f8f2 g2h1 f2h2 h1h2 e5g3 h2h1 g3h2,2095,['attraction' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
Y8jEZ,4r2k/1R2N2b/p7/2Pp3p/3P1rq1/P7/3Q1PP1/5RK1 w - - 2 35,e7d5 g4g2 g1g2 e8g8 b7g7 g8g7 g2h3 h7f5 h3h2 f4h4,2179,['attraction' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
Y90mz,r2qr3/pb5p/1p3RpN/1kp5/4p3/1PP1P3/P2P2PP/b4Q1K b - - 11 28,b5a5 f1c4 d8d7 b3b4 c5b4 c3b4 a5a4 c4b3 a4b5 a2a4 b5a6 b3c4 d7b5 a4b5,2449,['mate' 'mateIn5' 'middlegame' 'veryLong']
Y9AQH,5rk1/8/3R2pp/r1QRP3/pp4q1/P7/1PP4P/1K6 w - - 0 29,c5a5 f8f1 d5d1 f1d1 d6d1 g4d1 b1a2 b4b3 c2b3 a4b3,1924,['endgame' 'master' 'mate' 'mateIn5' 'veryLong']
YAVA8,1r3rk1/2q2ppp/2p2b2/p3PP2/P3P1Q1/6RP/1Bp5/2K1R3 b - - 0 25,f6e5 g4g7 e5g7 g3g7 g8h8 g7g8 h8g8 e1g1 c7g3 g1g3,2318,"['attraction' 'doubleCheck' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame'
 'sacrifice' 'veryLong']"
YArMz,4r2k/p4Qpp/1b1P4/4qP2/3p4/pB5P/1PP5/1K4R1 w - - 0 29,g1g7 a3a2 b1a1 e5e1 a1a2 e1a5 b3a4 a5a4 a2b1 e8e1,1938,['advancedPawn' 'endgame' 'mate' 'mateIn5' 'veryLong']
YAwuS,4rrk1/pp5p/4b1qp/8/3Qpp2/6P1/PB2PP2/2RR2K1 b - - 1 26,f4g3 d4h8 g8f7 c1c7 e8e7 c7e7 f7e7 b2a3 e7e8 h8f8,1616,['attraction' 'mate' 'mateIn5' 'middlegame' 'veryLong']
YCBhA,2r3k1/5pp1/p1q1pP1p/1b1pP3/8/1P4R1/P1N3PP/2Q4K b - - 2 27,g7g5 g3g5 h6g5 c1g5 g8f8 g5g7 f8e8 g7g8 e8d7 g8f7 d7d8 f7e7,1247,"['deflection' 'endgame' 'kingsideAttack' 'mate' 'mateIn5' 'sacrifice'
 'veryLong']"
YCFcu,7N/ppN1k1pp/4p3/n4b2/1b1P4/4P3/PP2K1PP/R1B2B1n w - - 2 18,c7b5 f5g4 e2d3 h1f2 d3c2 g4f5 e3e4 f5e4 f1d3 e4d3,1976,['mate' 'mateIn5' 'middlegame' 'veryLong']
YEJ3O,5r2/5rpk/7p/p1pPq3/6R1/1P4R1/P1Q4K/8 b - - 3 45,g7g6 c2g6 h7h8 g6h6 f7h7 h6h7 h8h7 g4h4 e5h5 h4h5,1556,"['attraction' 'deflection' 'endgame' 'mate' 'mateIn5' 'sacrifice'
 'veryLong']"
YETE5,r5k1/5q1p/1nR3p1/4p1Q1/2n1P3/Pp3PN1/1P4P1/1KR5 w - - 3 30,g5f6 c4d2 b1a1 a8a3 b2a3 b3b2 a1b2 f7b3 b2a1 b3a3,1659,"['advancedPawn' 'attraction' 'deflection' 'mate' 'mateIn5' 'middlegame'
 'queensideAttack' 'sacrifice' 'veryLong']"
YFL6j,2qr3r/Q4p2/2p2k2/3P1pp1/4P3/2N3b1/PP4P1/2R2RK1 w - - 1 24,d5c6 h8h1 g1h1 d8h8 h1g1 h8h1 g1h1 c8h8 h1g1 h8h2,1597,['attraction' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
YG1QI,1R4k1/5p2/p2p3p/P2P2p1/3Q4/5qPP/5P1K/4r3 b - - 2 36,g8h7 b8h8 h7g6 h8g8 g6h5 d4h4 g5h4 g3g4 f3g4 h3g4,2434,['endgame' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
YGZmZ,r1b2nkb/2q4p/p5p1/2p1pnQ1/Q7/5N2/P1P2PP1/2K4R b - - 4 25,f8e6 a4e8 e6f8 g5g6 h7g6 h1h8 g8h8 e8f8 h8h7 f3g5,2089,"['attraction' 'deflection' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame'
 'pin' 'sacrifice' 'veryLong']"
